"ID","Tagged objects"
"minecraft:wooden_doors","minecraft:oak_door, minecraft:spruce_door, minecraft:birch_door, minecraft:jungle_door, minecraft:acacia_door, minecraft:dark_oak_door, minecraft:crimson_door, minecraft:warped_door, mcwdoors:oak_japanese_door, mcwdoors:spruce_japanese_door, mcwdoors:birch_japanese_door, mcwdoors:jungle_japanese_door, mcwdoors:acacia_japanese_door, mcwdoors:dark_oak_japanese_door, mcwdoors:crimson_japanese_door, mcwdoors:warped_japanese_door, mcwdoors:oak_japanese2_door, mcwdoors:spruce_japanese2_door, mcwdoors:birch_japanese2_door, mcwdoors:jungle_japanese2_door, mcwdoors:acacia_japanese2_door, mcwdoors:dark_oak_japanese2_door, mcwdoors:crimson_japanese2_door, mcwdoors:warped_japanese2_door, mcwdoors:oak_barn_door, mcwdoors:spruce_barn_door, mcwdoors:birch_barn_door, mcwdoors:jungle_barn_door, mcwdoors:acacia_barn_door, mcwdoors:dark_oak_barn_door, mcwdoors:crimson_barn_door, mcwdoors:warped_barn_door, mcwdoors:oak_barn_glass_door, mcwdoors:spruce_barn_glass_door, mcwdoors:birch_barn_glass_door, mcwdoors:jungle_barn_glass_door, mcwdoors:acacia_barn_glass_door, mcwdoors:dark_oak_barn_glass_door, mcwdoors:crimson_barn_glass_door, mcwdoors:warped_barn_glass_door, mcwdoors:oak_modern_door, mcwdoors:spruce_modern_door, mcwdoors:birch_modern_door, mcwdoors:jungle_modern_door, mcwdoors:acacia_modern_door, mcwdoors:dark_oak_modern_door, mcwdoors:crimson_modern_door, mcwdoors:warped_modern_door, mcwdoors:oak_cottage_door, mcwdoors:birch_cottage_door, mcwdoors:jungle_cottage_door, mcwdoors:acacia_cottage_door, mcwdoors:dark_oak_cottage_door, mcwdoors:crimson_cottage_door, mcwdoors:warped_cottage_door, mcwdoors:spruce_classic_door, mcwdoors:birch_classic_door, mcwdoors:jungle_classic_door, mcwdoors:acacia_classic_door, mcwdoors:dark_oak_classic_door, mcwdoors:crimson_classic_door, mcwdoors:warped_classic_door, mcwdoors:oak_beach_door, mcwdoors:spruce_beach_door, mcwdoors:birch_beach_door, mcwdoors:acacia_beach_door, mcwdoors:dark_oak_beach_door, mcwdoors:crimson_beach_door, mcwdoors:warped_beach_door, mcwdoors:oak_paper_door, mcwdoors:spruce_paper_door, mcwdoors:jungle_paper_door, mcwdoors:acacia_paper_door, mcwdoors:dark_oak_paper_door, mcwdoors:crimson_paper_door, mcwdoors:warped_paper_door, mcwdoors:oak_four_panel_door, mcwdoors:spruce_four_panel_door, mcwdoors:birch_four_panel_door, mcwdoors:jungle_four_panel_door, mcwdoors:acacia_four_panel_door, mcwdoors:crimson_four_panel_door, mcwdoors:warped_four_panel_door, mcwdoors:oak_tropical_door, mcwdoors:spruce_tropical_door, mcwdoors:birch_tropical_door, mcwdoors:jungle_tropical_door, mcwdoors:dark_oak_tropical_door, mcwdoors:crimson_tropical_door, mcwdoors:warped_tropical_door, mcwdoors:oak_glass_door, mcwdoors:spruce_glass_door, mcwdoors:birch_glass_door, mcwdoors:jungle_glass_door, mcwdoors:acacia_glass_door, mcwdoors:dark_oak_glass_door, mcwdoors:crimson_glass_door, mcwdoors:warped_glass_door, mcwdoors:oak_stable_door, mcwdoors:spruce_stable_door, mcwdoors:birch_stable_door, mcwdoors:jungle_stable_door, mcwdoors:acacia_stable_door, mcwdoors:dark_oak_stable_door, mcwdoors:crimson_stable_door, mcwdoors:warped_stable_door, mcwdoors:oak_stable_head_door, mcwdoors:spruce_stable_head_door, mcwdoors:birch_stable_head_door, mcwdoors:jungle_stable_head_door, mcwdoors:acacia_stable_head_door, mcwdoors:dark_oak_stable_head_door, mcwdoors:crimson_stable_head_door, mcwdoors:warped_stable_head_door, mcwdoors:oak_western_door, mcwdoors:spruce_western_door, mcwdoors:birch_western_door, mcwdoors:jungle_western_door, mcwdoors:acacia_western_door, mcwdoors:dark_oak_western_door, mcwdoors:crimson_western_door, mcwdoors:warped_western_door, mcwdoors:oak_mystic_door, mcwdoors:spruce_mystic_door, mcwdoors:birch_mystic_door, mcwdoors:jungle_mystic_door, mcwdoors:acacia_mystic_door, mcwdoors:dark_oak_mystic_door, mcwdoors:crimson_mystic_door, mcwdoors:oak_nether_door, mcwdoors:spruce_nether_door, mcwdoors:birch_nether_door, mcwdoors:jungle_nether_door, mcwdoors:acacia_nether_door, mcwdoors:dark_oak_nether_door, mcwdoors:warped_nether_door, upgrade_aquatic:driftwood_door, upgrade_aquatic:river_door, atmospheric:rosewood_door, atmospheric:morado_door, atmospheric:yucca_door, atmospheric:kousa_door, atmospheric:aspen_door, atmospheric:grimwood_door, integrateddynamics:menril_door, autumnity:maple_door, engineersdecor:old_industrial_wood_door"
"minecraft:wooden_fences","minecraft:oak_fence, minecraft:acacia_fence, minecraft:dark_oak_fence, minecraft:spruce_fence, minecraft:birch_fence, minecraft:jungle_fence, minecraft:crimson_fence, minecraft:warped_fence, upgrade_aquatic:driftwood_fence, upgrade_aquatic:river_fence, atmospheric:rosewood_fence, atmospheric:morado_fence, atmospheric:yucca_fence, atmospheric:kousa_fence, atmospheric:aspen_fence, atmospheric:grimwood_fence, autumnity:maple_fence"
"minecraft:wooden_pressure_plates","minecraft:oak_pressure_plate, minecraft:spruce_pressure_plate, minecraft:birch_pressure_plate, minecraft:jungle_pressure_plate, minecraft:acacia_pressure_plate, minecraft:dark_oak_pressure_plate, minecraft:crimson_pressure_plate, minecraft:warped_pressure_plate, upgrade_aquatic:driftwood_pressure_plate, upgrade_aquatic:river_pressure_plate, atmospheric:rosewood_pressure_plate, atmospheric:morado_pressure_plate, atmospheric:yucca_pressure_plate, atmospheric:kousa_pressure_plate, atmospheric:aspen_pressure_plate, atmospheric:grimwood_pressure_plate, autumnity:maple_pressure_plate"
"minecraft:wooden_slabs","minecraft:oak_slab, minecraft:spruce_slab, minecraft:birch_slab, minecraft:jungle_slab, minecraft:acacia_slab, minecraft:dark_oak_slab, minecraft:crimson_slab, minecraft:warped_slab, upgrade_aquatic:driftwood_slab, upgrade_aquatic:river_slab, atmospheric:rosewood_slab, atmospheric:morado_slab, atmospheric:yucca_slab, atmospheric:kousa_slab, atmospheric:aspen_slab, atmospheric:grimwood_slab, autumnity:maple_slab"
"minecraft:wooden_stairs","minecraft:oak_stairs, minecraft:spruce_stairs, minecraft:birch_stairs, minecraft:jungle_stairs, minecraft:acacia_stairs, minecraft:dark_oak_stairs, minecraft:crimson_stairs, minecraft:warped_stairs, upgrade_aquatic:driftwood_stairs, upgrade_aquatic:river_stairs, atmospheric:rosewood_stairs, atmospheric:morado_stairs, atmospheric:yucca_stairs, atmospheric:kousa_stairs, atmospheric:aspen_stairs, atmospheric:grimwood_stairs, integrateddynamics:menril_planks_stairs, autumnity:maple_stairs"
"minecraft:wooden_trapdoors","minecraft:acacia_trapdoor, minecraft:birch_trapdoor, minecraft:dark_oak_trapdoor, minecraft:jungle_trapdoor, minecraft:oak_trapdoor, minecraft:spruce_trapdoor, minecraft:crimson_trapdoor, minecraft:warped_trapdoor, upgrade_aquatic:driftwood_trapdoor, upgrade_aquatic:river_trapdoor, atmospheric:rosewood_trapdoor, atmospheric:morado_trapdoor, atmospheric:yucca_trapdoor, atmospheric:kousa_trapdoor, atmospheric:aspen_trapdoor, atmospheric:grimwood_trapdoor, inspirations:white_carpeted_trapdoor, inspirations:orange_carpeted_trapdoor, inspirations:magenta_carpeted_trapdoor, inspirations:light_blue_carpeted_trapdoor, inspirations:yellow_carpeted_trapdoor, inspirations:lime_carpeted_trapdoor, inspirations:pink_carpeted_trapdoor, inspirations:gray_carpeted_trapdoor, inspirations:light_gray_carpeted_trapdoor, inspirations:cyan_carpeted_trapdoor, inspirations:purple_carpeted_trapdoor, inspirations:blue_carpeted_trapdoor, inspirations:brown_carpeted_trapdoor, inspirations:green_carpeted_trapdoor, inspirations:red_carpeted_trapdoor, inspirations:black_carpeted_trapdoor, autumnity:maple_trapdoor"
"minecraft:wool","minecraft:white_wool, minecraft:orange_wool, minecraft:magenta_wool, minecraft:light_blue_wool, minecraft:yellow_wool, minecraft:lime_wool, minecraft:pink_wool, minecraft:gray_wool, minecraft:light_gray_wool, minecraft:cyan_wool, minecraft:purple_wool, minecraft:blue_wool, minecraft:brown_wool, minecraft:green_wool, minecraft:red_wool, minecraft:black_wool"
"quark:boatable_chests","upgrade_aquatic:driftwood_chest, upgrade_aquatic:river_chest, atmospheric:rosewood_chest, atmospheric:morado_chest, atmospheric:yucca_chest, atmospheric:kousa_chest, atmospheric:aspen_chest, atmospheric:grimwood_chest, autumnity:maple_chest, minecraft:chest, quark:oak_chest, quark:spruce_chest, quark:birch_chest, quark:jungle_chest, quark:acacia_chest, quark:dark_oak_chest, quark:warped_chest, quark:crimson_chest, quark:mushroom_chest, quark:nether_brick_chest, quark:prismarine_chest, quark:purpur_chest"
"quark:candles","quark:black_candle, quark:blue_candle, quark:brown_candle, quark:cyan_candle, quark:gray_candle, quark:green_candle, quark:light_blue_candle, quark:light_gray_candle, quark:lime_candle, quark:magenta_candle, quark:orange_candle, quark:pink_candle, quark:purple_candle, quark:red_candle, quark:white_candle, quark:yellow_candle"
"quark:crystal","quark:red_crystal, quark:orange_crystal, quark:yellow_crystal, quark:green_crystal, quark:blue_crystal, quark:indigo_crystal, quark:violet_crystal, quark:white_crystal, quark:black_crystal"
"quark:ladders","upgrade_aquatic:driftwood_ladder, upgrade_aquatic:river_ladder, atmospheric:rosewood_ladder, atmospheric:morado_ladder, atmospheric:yucca_ladder, atmospheric:kousa_ladder, atmospheric:aspen_ladder, atmospheric:grimwood_ladder, autumnity:maple_ladder, minecraft:ladder, quark:spruce_ladder, quark:birch_ladder, quark:jungle_ladder, quark:acacia_ladder, quark:dark_oak_ladder, quark:warped_ladder, quark:crimson_ladder, quark:iron_ladder"
"quark:planks_vertical_slab","quark:black_stained_planks_vertical_slab, quark:blue_stained_planks_vertical_slab, quark:brown_stained_planks_vertical_slab, quark:cyan_stained_planks_vertical_slab, quark:gray_stained_planks_vertical_slab, quark:green_stained_planks_vertical_slab, quark:light_blue_stained_planks_vertical_slab, quark:light_gray_stained_planks_vertical_slab, quark:lime_stained_planks_vertical_slab, quark:magenta_stained_planks_vertical_slab, quark:orange_stained_planks_vertical_slab, quark:pink_stained_planks_vertical_slab, quark:purple_stained_planks_vertical_slab, quark:red_stained_planks_vertical_slab, quark:white_stained_planks_vertical_slab, quark:yellow_stained_planks_vertical_slab, buildersaddition:acacia_vertical_slab, buildersaddition:birch_vertical_slab, buildersaddition:dark_oak_vertical_slab, buildersaddition:oak_vertical_slab, buildersaddition:spruce_vertical_slab, buildersaddition:jungle_vertical_slab, buildersaddition:crimson_vertical_slab, buildersaddition:warped_vertical_slab"
"quark:quilted_wools","quark:black_quilted_wool, quark:blue_quilted_wool, quark:brown_quilted_wool, quark:cyan_quilted_wool, quark:gray_quilted_wool, quark:green_quilted_wool, quark:light_blue_quilted_wool, quark:light_gray_quilted_wool, quark:lime_quilted_wool, quark:magenta_quilted_wool, quark:orange_quilted_wool, quark:pink_quilted_wool, quark:purple_quilted_wool, quark:red_quilted_wool, quark:white_quilted_wool, quark:yellow_quilted_wool"
"quark:reacharound_able","quark:trowel"
"quark:runes","quark:black_rune, quark:blue_rune, quark:brown_rune, quark:cyan_rune, quark:gray_rune, quark:green_rune, quark:light_blue_rune, quark:light_gray_rune, quark:lime_rune, quark:magenta_rune, quark:orange_rune, quark:pink_rune, quark:purple_rune, quark:red_rune, quark:white_rune, quark:yellow_rune, quark:rainbow_rune"
"quark:runes_lootable","quark:black_rune, quark:blue_rune, quark:brown_rune, quark:cyan_rune, quark:gray_rune, quark:green_rune, quark:light_blue_rune, quark:light_gray_rune, quark:lime_rune, quark:magenta_rune, quark:orange_rune, quark:pink_rune, quark:purple_rune, quark:red_rune, quark:white_rune, quark:yellow_rune"
"quark:seed_pouch_holdable","minecraft:beetroot_seeds, minecraft:melon_seeds, minecraft:pumpkin_seeds, minecraft:wheat_seeds, farmersdelight:cabbage_seeds, farmersdelight:rice, farmersdelight:tomato_seeds, immersiveengineering:seed, minecraft:brown_mushroom, minecraft:red_mushroom, quark:glowshroom, minecraft:warped_fungus, minecraft:crimson_fungus, minecraft:oak_sapling, minecraft:spruce_sapling, minecraft:birch_sapling, minecraft:jungle_sapling, minecraft:acacia_sapling, minecraft:dark_oak_sapling, upgrade_aquatic:river_sapling, atmospheric:rosewood_sapling, atmospheric:morado_sapling, atmospheric:yucca_sapling, atmospheric:kousa_sapling, atmospheric:aspen_sapling, atmospheric:grimwood_sapling, integrateddynamics:menril_sapling, autumnity:maple_sapling, autumnity:red_maple_sapling, autumnity:orange_maple_sapling, autumnity:yellow_maple_sapling, quark:blue_blossom_sapling, quark:lavender_blossom_sapling, quark:orange_blossom_sapling, quark:pink_blossom_sapling, quark:yellow_blossom_sapling, quark:red_blossom_sapling, minecraft:carrot, minecraft:potato, minecraft:sweet_berries, minecraft:kelp, minecraft:bamboo, minecraft:sugar_cane, minecraft:nether_wart, minecraft:cocoa_beans"
"quark:shards","quark:clear_shard, quark:dirty_shard, quark:black_shard, quark:blue_shard, quark:brown_shard, quark:cyan_shard, quark:gray_shard, quark:green_shard, quark:light_blue_shard, quark:light_gray_shard, quark:lime_shard, quark:magenta_shard, quark:orange_shard, quark:pink_shard, quark:purple_shard, quark:red_shard, quark:white_shard, quark:yellow_shard"
"quark:slime_blocks","minecraft:slime_block, quark:red_slime_block, quark:blue_slime_block, quark:cyan_slime_block, quark:magenta_slime_block, quark:yellow_slime_block"
"quark:stone_tool_materials","create:limestone, create:polished_limestone, create:weathered_limestone, create:polished_weathered_limestone, create:gabbro, create:polished_gabbro, create:dolomite, create:polished_dolomite, create:scoria, create:polished_scoria, create:dark_scoria, create:polished_dark_scoria, minecraft:andesite, minecraft:diorite, minecraft:granite, minecraft:infested_stone, minecraft:stone, minecraft:polished_andesite, minecraft:polished_diorite, minecraft:polished_granite, quark:basalt, quark:brimstone, quark:jasper, quark:limestone, quark:marble, quark:permafrost, quark:slate, quark:polished_basalt, quark:polished_jasper, quark:polished_limestone, quark:polished_marble, quark:polished_slate, create:granite_cobblestone, create:diorite_cobblestone, create:andesite_cobblestone, create:limestone_cobblestone, create:weathered_limestone_cobblestone, create:dolomite_cobblestone, create:gabbro_cobblestone, create:scoria_cobblestone, create:dark_scoria_cobblestone, minecraft:cobblestone, minecraft:infested_cobblestone, minecraft:mossy_cobblestone, quark:cobbedstone, minecraft:flint, minecraft:sandstone, minecraft:blackstone"
"quark:vertical_slab","quark:acacia_vertical_slab, quark:andesite_bricks_vertical_slab, quark:andesite_vertical_slab, quark:basalt_bricks_vertical_slab, quark:basalt_vertical_slab, quark:biotite_block_vertical_slab, quark:birch_vertical_slab, quark:blackstone_vertical_slab, quark:black_shingles_vertical_slab, quark:black_stained_planks_vertical_slab, quark:blue_nether_bricks_vertical_slab, quark:blue_shingles_vertical_slab, quark:blue_stained_planks_vertical_slab, quark:brick_vertical_slab, quark:brimstone_bricks_vertical_slab, quark:brimstone_vertical_slab, quark:brown_shingles_vertical_slab, quark:brown_stained_planks_vertical_slab, quark:charred_nether_bricks_vertical_slab, quark:cobbedstone_vertical_slab, quark:cobblestone_bricks_vertical_slab, quark:cobblestone_vertical_slab, quark:crimson_vertical_slab, quark:cut_red_sandstone_vertical_slab, quark:cut_sandstone_vertical_slab, quark:cut_soul_sandstone_vertical_slab, quark:cyan_shingles_vertical_slab, quark:cyan_stained_planks_vertical_slab, quark:dark_elder_prismarine_vertical_slab, quark:dark_oak_vertical_slab, quark:dark_prismarine_vertical_slab, quark:diorite_bricks_vertical_slab, quark:diorite_vertical_slab, quark:duskbound_block_vertical_slab, quark:elder_prismarine_bricks_vertical_slab, quark:elder_prismarine_vertical_slab, quark:end_stone_brick_vertical_slab, quark:granite_bricks_vertical_slab, quark:granite_vertical_slab, quark:gray_shingles_vertical_slab, quark:gray_stained_planks_vertical_slab, quark:green_shingles_vertical_slab, quark:green_stained_planks_vertical_slab, quark:iron_plate_vertical_slab, quark:jasper_bricks_vertical_slab, quark:jasper_vertical_slab, quark:jungle_vertical_slab, quark:light_blue_shingles_vertical_slab, quark:light_blue_stained_planks_vertical_slab, quark:light_gray_shingles_vertical_slab, quark:light_gray_stained_planks_vertical_slab, quark:limestone_bricks_vertical_slab, quark:limestone_vertical_slab, quark:lime_shingles_vertical_slab, quark:lime_stained_planks_vertical_slab, quark:magenta_shingles_vertical_slab, quark:magenta_stained_planks_vertical_slab, quark:magma_bricks_vertical_slab, quark:marble_bricks_vertical_slab, quark:marble_vertical_slab, quark:midori_block_vertical_slab, quark:mossy_cobblestone_bricks_vertical_slab, quark:mossy_cobblestone_vertical_slab, quark:mossy_stone_brick_vertical_slab, quark:nether_brick_vertical_slab, quark:oak_vertical_slab, quark:orange_shingles_vertical_slab, quark:orange_stained_planks_vertical_slab, quark:permafrost_bricks_vertical_slab, quark:permafrost_vertical_slab, quark:pink_shingles_vertical_slab, quark:pink_stained_planks_vertical_slab, quark:polished_andesite_vertical_slab, quark:polished_basalt_vertical_slab, quark:polished_blackstone_brick_vertical_slab, quark:polished_blackstone_vertical_slab, quark:polished_diorite_vertical_slab, quark:polished_granite_vertical_slab, quark:polished_jasper_vertical_slab, quark:polished_limestone_vertical_slab, quark:polished_marble_vertical_slab, quark:polished_slate_vertical_slab, quark:prismarine_brick_vertical_slab, quark:prismarine_vertical_slab, quark:purple_shingles_vertical_slab, quark:purple_stained_planks_vertical_slab, quark:purpur_vertical_slab, quark:quartz_vertical_slab, quark:red_nether_brick_vertical_slab, quark:red_sandstone_bricks_vertical_slab, quark:red_sandstone_vertical_slab, quark:red_shingles_vertical_slab, quark:red_stained_planks_vertical_slab, quark:rusty_iron_plate_vertical_slab, quark:sandstone_bricks_vertical_slab, quark:sandstone_vertical_slab, quark:sandy_bricks_vertical_slab, quark:shingles_vertical_slab, quark:slate_bricks_vertical_slab, quark:slate_vertical_slab, quark:smooth_biotite_vertical_slab, quark:smooth_quartz_vertical_slab, quark:smooth_red_sandstone_vertical_slab, quark:smooth_sandstone_vertical_slab, quark:smooth_soul_sandstone_vertical_slab, quark:smooth_stone_vertical_slab, quark:snow_bricks_vertical_slab, quark:soul_sandstone_bricks_vertical_slab, quark:soul_sandstone_vertical_slab, quark:spruce_vertical_slab, quark:stone_brick_vertical_slab, quark:stone_vertical_slab, quark:thatch_vertical_slab, quark:turf_vertical_slab, quark:warped_vertical_slab, quark:white_shingles_vertical_slab, quark:white_stained_planks_vertical_slab, quark:yellow_shingles_vertical_slab, quark:yellow_stained_planks_vertical_slab, buildersaddition:stone_vertical_slab, buildersaddition:acacia_vertical_slab, buildersaddition:birch_vertical_slab, buildersaddition:dark_oak_vertical_slab, buildersaddition:oak_vertical_slab, buildersaddition:spruce_vertical_slab, buildersaddition:jungle_vertical_slab, buildersaddition:sandstone_vertical_slab, buildersaddition:red_sandstone_vertical_slab, buildersaddition:cobblestone_vertical_slab, buildersaddition:bricks_vertical_slab, buildersaddition:stone_bricks_vertical_slab, buildersaddition:nether_bricks_vertical_slab, buildersaddition:quartz_vertical_slab, buildersaddition:purpur_vertical_slab, buildersaddition:prismarine_vertical_slab, buildersaddition:prismarine_bricks_vertical_slab, buildersaddition:dark_prismarine_vertical_slab, buildersaddition:andesite_vertical_slab, buildersaddition:polished_andesite_vertical_slab, buildersaddition:diorite_vertical_slab, buildersaddition:polished_diorite_vertical_slab, buildersaddition:granite_vertical_slab, buildersaddition:polished_granite_vertical_slab, buildersaddition:mossy_stone_bricks_vertical_slab, buildersaddition:mossy_cobblestone_vertical_slab, buildersaddition:smooth_quartz_vertical_slab, buildersaddition:red_nether_bricks_vertical_slab, buildersaddition:end_stone_bricks_vertical_slab, buildersaddition:smooth_sandstone_vertical_slab, buildersaddition:smooth_red_sandstone_vertical_slab, buildersaddition:cut_sandstone_vertical_slab, buildersaddition:cut_red_sandstone_vertical_slab, buildersaddition:crimson_vertical_slab, buildersaddition:warped_vertical_slab, buildersaddition:blackstone_vertical_slab, buildersaddition:polished_blackstone_vertical_slab, buildersaddition:polished_blackstone_bricks_vertical_slab"
"rsgauges:buttons","minecraft:oak_button, minecraft:spruce_button, minecraft:birch_button, minecraft:jungle_button, minecraft:acacia_button, minecraft:dark_oak_button, minecraft:crimson_button, minecraft:warped_button, upgrade_aquatic:driftwood_button, upgrade_aquatic:river_button, atmospheric:rosewood_button, atmospheric:morado_button, atmospheric:yucca_button, atmospheric:kousa_button, atmospheric:aspen_button, atmospheric:grimwood_button, autumnity:maple_button, minecraft:stone_button, minecraft:polished_blackstone_button, quark:gold_button, quark:iron_button"
"rsgauges:pressure_plates","minecraft:oak_pressure_plate, minecraft:spruce_pressure_plate, minecraft:birch_pressure_plate, minecraft:jungle_pressure_plate, minecraft:acacia_pressure_plate, minecraft:dark_oak_pressure_plate, minecraft:crimson_pressure_plate, minecraft:warped_pressure_plate, upgrade_aquatic:driftwood_pressure_plate, upgrade_aquatic:river_pressure_plate, atmospheric:rosewood_pressure_plate, atmospheric:morado_pressure_plate, atmospheric:yucca_pressure_plate, atmospheric:kousa_pressure_plate, atmospheric:aspen_pressure_plate, atmospheric:grimwood_pressure_plate, autumnity:maple_pressure_plate, minecraft:stone_pressure_plate"
"storagedrawers:drawers","storagedrawers:oak_full_drawers_1, storagedrawers:oak_full_drawers_2, storagedrawers:oak_full_drawers_4, storagedrawers:oak_half_drawers_1, storagedrawers:oak_half_drawers_2, storagedrawers:oak_half_drawers_4, storagedrawers:spruce_full_drawers_1, storagedrawers:spruce_full_drawers_2, storagedrawers:spruce_full_drawers_4, storagedrawers:spruce_half_drawers_1, storagedrawers:spruce_half_drawers_2, storagedrawers:spruce_half_drawers_4, storagedrawers:birch_full_drawers_1, storagedrawers:birch_full_drawers_2, storagedrawers:birch_full_drawers_4, storagedrawers:birch_half_drawers_1, storagedrawers:birch_half_drawers_2, storagedrawers:birch_half_drawers_4, storagedrawers:jungle_full_drawers_1, storagedrawers:jungle_full_drawers_2, storagedrawers:jungle_full_drawers_4, storagedrawers:jungle_half_drawers_1, storagedrawers:jungle_half_drawers_2, storagedrawers:jungle_half_drawers_4, storagedrawers:acacia_full_drawers_1, storagedrawers:acacia_full_drawers_2, storagedrawers:acacia_full_drawers_4, storagedrawers:acacia_half_drawers_1, storagedrawers:acacia_half_drawers_2, storagedrawers:acacia_half_drawers_4, storagedrawers:dark_oak_full_drawers_1, storagedrawers:dark_oak_full_drawers_2, storagedrawers:dark_oak_full_drawers_4, storagedrawers:dark_oak_half_drawers_1, storagedrawers:dark_oak_half_drawers_2, storagedrawers:dark_oak_half_drawers_4"
"supplementaries:brazier",""
"supplementaries:shulker_boxes","minecraft:shulker_box, minecraft:black_shulker_box, minecraft:blue_shulker_box, minecraft:brown_shulker_box, minecraft:cyan_shulker_box, minecraft:gray_shulker_box, minecraft:green_shulker_box, minecraft:light_blue_shulker_box, minecraft:light_gray_shulker_box, minecraft:lime_shulker_box, minecraft:magenta_shulker_box, minecraft:orange_shulker_box, minecraft:pink_shulker_box, minecraft:purple_shulker_box, minecraft:red_shulker_box, minecraft:white_shulker_box, minecraft:yellow_shulker_box"
"supplementaries:shulker_like_containers_blacklist","minecraft:shulker_box, minecraft:black_shulker_box, minecraft:blue_shulker_box, minecraft:brown_shulker_box, minecraft:cyan_shulker_box, minecraft:gray_shulker_box, minecraft:green_shulker_box, minecraft:light_blue_shulker_box, minecraft:light_gray_shulker_box, minecraft:lime_shulker_box, minecraft:magenta_shulker_box, minecraft:orange_shulker_box, minecraft:pink_shulker_box, minecraft:purple_shulker_box, minecraft:red_shulker_box, minecraft:white_shulker_box, minecraft:yellow_shulker_box, supplementaries:safe, supplementaries:sack"
"transport:hulls","minecraft:oak_boat, minecraft:acacia_boat, minecraft:birch_boat, minecraft:dark_oak_boat, minecraft:jungle_boat, minecraft:spruce_boat, transport:treated_wood_boat, minecraft:minecart"
"transport:hulls/boat","minecraft:oak_boat, minecraft:acacia_boat, minecraft:birch_boat, minecraft:dark_oak_boat, minecraft:jungle_boat, minecraft:spruce_boat, transport:treated_wood_boat"
"transport:hulls/minecart","minecraft:minecart"
"transport:rails/powered","minecraft:powered_rail, minecraft:detector_rail, minecraft:activator_rail, transport:holding_rail, transport:timed_holding_rail"
"transport:rails/regular","minecraft:rail, transport:diamond_crossing_rail, transport:switch_rail, transport:wye_switch_rail, transport:bumper_rail"
"transport:rails/structure","transport:elevator_switch_rail, transport:scaffolding_rail"
"upgrade_aquatic:acan_fans_corals","upgrade_aquatic:acan_coral, upgrade_aquatic:acan_coral_fan"
"upgrade_aquatic:bedrolls","upgrade_aquatic:bedroll, upgrade_aquatic:white_bedroll, upgrade_aquatic:black_bedroll, upgrade_aquatic:red_bedroll, upgrade_aquatic:light_blue_bedroll, upgrade_aquatic:blue_bedroll, upgrade_aquatic:pink_bedroll, upgrade_aquatic:purple_bedroll, upgrade_aquatic:magenta_bedroll, upgrade_aquatic:green_bedroll, upgrade_aquatic:lime_bedroll, upgrade_aquatic:gray_bedroll, upgrade_aquatic:light_gray_bedroll, upgrade_aquatic:orange_bedroll, upgrade_aquatic:yellow_bedroll, upgrade_aquatic:cyan_bedroll, upgrade_aquatic:brown_bedroll"
"upgrade_aquatic:brain_fans_corals","minecraft:brain_coral, minecraft:brain_coral_fan"
"upgrade_aquatic:branch_fans_corals","upgrade_aquatic:branch_coral, upgrade_aquatic:branch_coral_fan"
"upgrade_aquatic:bubble_fans_corals","minecraft:bubble_coral, minecraft:bubble_coral_fan"
"upgrade_aquatic:chrome_fans_corals","upgrade_aquatic:chrome_coral, upgrade_aquatic:chrome_coral_fan"
"upgrade_aquatic:dead_acan_fans_corals","upgrade_aquatic:dead_acan_coral, upgrade_aquatic:dead_acan_coral_fan"
"upgrade_aquatic:dead_brain_fans_corals","minecraft:dead_brain_coral, minecraft:dead_brain_coral_fan"
"upgrade_aquatic:dead_branch_fans_corals","upgrade_aquatic:dead_branch_coral, upgrade_aquatic:dead_branch_coral_fan"
"upgrade_aquatic:dead_bubble_fans_corals","minecraft:dead_brain_coral, minecraft:dead_brain_coral_fan"
"upgrade_aquatic:dead_chrome_fans_corals","upgrade_aquatic:dead_chrome_coral, upgrade_aquatic:dead_chrome_coral_fan"
"upgrade_aquatic:dead_finger_fans_corals","upgrade_aquatic:dead_finger_coral, upgrade_aquatic:dead_finger_coral_fan"
"upgrade_aquatic:dead_fire_fans_corals","minecraft:dead_fire_coral, minecraft:dead_fire_coral_fan"
"upgrade_aquatic:dead_horn_fans_corals","minecraft:dead_horn_coral, minecraft:dead_horn_coral_fan"
"upgrade_aquatic:dead_moss_fans_corals","upgrade_aquatic:dead_moss_coral, upgrade_aquatic:dead_moss_coral_fan"
"upgrade_aquatic:dead_petal_fans_corals","upgrade_aquatic:dead_petal_coral, upgrade_aquatic:dead_petal_coral_fan"
"upgrade_aquatic:dead_pillow_fans_corals","upgrade_aquatic:dead_pillow_coral, upgrade_aquatic:dead_pillow_coral_fan"
"upgrade_aquatic:dead_rock_fans_corals","upgrade_aquatic:dead_rock_coral, upgrade_aquatic:dead_rock_coral_fan"
"upgrade_aquatic:dead_silk_fans_corals","upgrade_aquatic:dead_silk_coral, upgrade_aquatic:dead_silk_coral_fan"
"upgrade_aquatic:dead_star_fans_corals","upgrade_aquatic:dead_star_coral, upgrade_aquatic:dead_star_coral_fan"
"upgrade_aquatic:dead_tube_fans_corals","minecraft:dead_tube_coral, minecraft:dead_tube_coral_fan"
"upgrade_aquatic:driftwood_logs","upgrade_aquatic:driftwood_log, upgrade_aquatic:driftwood, upgrade_aquatic:stripped_driftwood_log, upgrade_aquatic:stripped_driftwood"
